opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
S767XDO3,Elease Gluck,Mg Advanced,Hatfan,Lost,2017-07-07,2017-09-07,0.0
ZPKCSV3R,Jonathan Berthelot,Mg Special,Dontechi,Won,2017-07-07,2017-07-11,64.0
CLA3RTMS,Kami Bicknell,Mg Advanced,Xx-Holding,Lost,2017-07-07,2017-07-09,0.0
K1K48OTP,Kary Hendrixson,Gtx Plus Pro,Conecom,Engaging,2017-07-07,,
OJWV4RT2,Kary Hendrixson,Gtx Basic,Konex,Lost,2017-07-07,2017-07-09,0.0
PMQCN4PR,Kary Hendrixson,Gtx Basic,Finjob,Won,2017-07-07,2017-07-09,565.0
CBIFB5BB,Kary Hendrixson,Gtx Basic,Kan-Code,Won,2017-07-07,2017-07-17,579.0
BSVZWUXR,Lajuana Vencill,Mg Special,Hottechi,Won,2017-07-07,2017-09-11,56.0
PU2UJDTV,Markita Hansen,Gtx Pro,Scotfind,Won,2017-07-07,2017-09-05,4063.0
LN9NU0A8,Marty Freudenburg,Gtx Plus Basic,Inity,Won,2017-07-07,2017-07-17,1193.0
KD27RNU9,Moses Frase,Gtx Basic,Scottech,Lost,2017-07-07,2017-07-15,0.0
FN50OJHN,Niesha Huffines,Gtx Plus Basic,Betatech,Won,2017-07-07,2017-07-11,1088.0
YA68AAQK,Reed Clapper,Gtx Plus Basic,Xx-Zobam,Lost,2017-07-07,2017-09-17,0.0
90K2ZTKB,Rosalina Dieter,Mg Special,Xx-Holding,Won,2017-07-07,2017-09-11,58.0
YYTZSTL0,Rosie Papadopoulos,Gtx Plus Pro,,Engaging,2017-07-07,,
1M0THQSZ,Vicki Laflamme,Mg Advanced,Golddex,Lost,2017-07-07,2017-07-09,0.0
Y1GEH2EG,Vicki Laflamme,Gtx Plus Pro,Green-Plus,Won,2017-07-07,2017-07-13,4466.0
ORM1IRQ2,Violet Mclelland,Mg Special,,Engaging,2017-07-07,,
593L4BNI,Violet Mclelland,Gtx Basic,Kinnamplus,Lost,2017-07-07,2017-07-14,0.0
83EZC8YK,Violet Mclelland,Mg Advanced,Xx-Zobam,Lost,2017-07-07,2017-07-15,0.0
4MTCQ31T,Anna Snelling,Mg Special,Gogozoom,Won,2017-07-08,2017-11-06,55.0
QU220OFI,Boris Faz,Gtx Basic,Finhigh,Engaging,2017-07-08,,
TJYNW3C7,Cassey Cress,Gtx Plus Basic,Donware,Lost,2017-07-08,2017-07-15,0.0
COGZW25D,Cassey Cress,Gtx Plus Basic,Konex,Won,2017-07-08,2017-07-16,861.0
B3A6VXVQ,Corliss Cosme,Gtx Basic,Acme Corporation,Engaging,2017-07-08,,
O83AR1CC,Corliss Cosme,Mg Advanced,Plussunin,Lost,2017-07-08,2017-07-09,0.0
BOG3D6D7,Corliss Cosme,Gtx Pro,Umbrella Corporation,Won,2017-07-08,2017-07-19,5137.0
J03H7OQF,Darcel Schlecht,Mg Special,Betatech,Won,2017-07-08,2017-07-16,54.0
DJXM9LIW,Donn Cantrell,Gtx Plus Basic,Kinnamplus,Won,2017-07-08,2017-07-14,1020.0
6XH71PH8,Donn Cantrell,Gtx Plus Basic,Yearin,Won,2017-07-08,2017-09-28,1136.0
AW1U6QKR,Donn Cantrell,Mg Special,Konex,Won,2017-07-08,2017-07-14,55.0
MAVEITJH,Elease Gluck,Gtx Pro,Groovestreet,Won,2017-07-08,2017-09-09,5097.0
GUJNYTXN,Garret Kinder,Gtx Basic,Kinnamplus,Won,2017-07-08,2017-07-09,483.0
QKXCMJVB,James Ascencio,Gtx Basic,,Engaging,2017-07-08,,
ELLLRB7A,James Ascencio,Gtx Basic,Zoomit,Won,2017-07-08,2017-08-29,587.0
F4EHCQIC,James Ascencio,Gtx Plus Pro,Kan-Code,Won,2017-07-08,2017-07-16,5284.0
EHC9KQDN,Jonathan Berthelot,Gtx Basic,Scottech,Lost,2017-07-08,2017-07-09,0.0
MBLFZPU2,Jonathan Berthelot,Gtx Basic,Warephase,Lost,2017-07-08,2017-09-12,0.0
L0SOZL9A,Kary Hendrixson,Mg Advanced,Y-Corporation,Lost,2017-07-08,2017-09-28,0.0
00XBYXIB,Kary Hendrixson,Gtx Plus Basic,Green-Plus,Won,2017-07-08,2017-07-09,993.0
ASN7OCWQ,Markita Hansen,Gtx Basic,Groovestreet,Lost,2017-07-08,2017-07-15,0.0
SHS9HQX4,Maureen Marcano,Gtx Pro,Finjob,Won,2017-07-08,2017-09-19,4642.0
JYEQFGS5,Reed Clapper,Gtx Pro,Umbrella Corporation,Lost,2017-07-08,2017-07-17,0.0
S9DVJGUO,Reed Clapper,Gtx Pro,Kan-Code,Won,2017-07-08,2017-07-15,4530.0
0YPN92QB,Rosalina Dieter,Mg Special,Y-Corporation,Lost,2017-07-08,2017-07-10,0.0
UIA0FO51,Rosie Papadopoulos,Mg Advanced,Xx-Zobam,Won,2017-07-08,2017-07-09,3569.0
48J7F1A2,Vicki Laflamme,Mg Advanced,Hottechi,Won,2017-07-08,2017-08-31,3276.0
0D37PQA0,Violet Mclelland,Gtx Plus Basic,,Engaging,2017-07-08,,
D193SPY4,Violet Mclelland,Mg Special,Plussunin,Engaging,2017-07-08,,
SFIMNCPZ,Violet Mclelland,Mg Advanced,Mathtouch,Lost,2017-07-08,2017-07-10,0.0
57NT8T8S,Zane Levy,Gtx Basic,Finjob,Lost,2017-07-08,2017-07-16,0.0
7GLF1GBJ,Zane Levy,Gtx Plus Basic,Green-Plus,Lost,2017-07-08,2017-07-16,0.0
YST07PM6,Zane Levy,Gtx Plus Pro,Doncon,Lost,2017-07-08,2017-07-17,0.0
HPU7RQG6,Zane Levy,Gtx Plus Pro,Rantouch,Lost,2017-07-08,2017-07-15,0.0
6Z1XK6YR,Zane Levy,Gtx Pro,Hatfan,Lost,2017-07-08,2017-11-09,0.0
045D5MZO,Zane Levy,Gtx Plus Pro,Kan-Code,Won,2017-07-08,2017-07-17,5576.0
K1UREXI5,Anna Snelling,Gtx Basic,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460.0
M7Y1LHHA,Boris Faz,Gtx Basic,Zathunicon,Won,2017-07-09,2017-07-16,457.0
NK1B8YME,Cassey Cress,Gtx Plus Pro,,Engaging,2017-07-09,,
WP6SUIMC,Cassey Cress,Mg Advanced,Silis,Lost,2017-07-09,2017-07-15,0.0
SGI5I4X1,Corliss Cosme,Gtx Basic,Gekko & Co,Won,2017-07-09,2017-07-10,665.0
U07VUUGP,Corliss Cosme,Gtx Plus Basic,Zathunicon,Won,2017-07-09,2017-07-15,1122.0
SEC6K7X2,Corliss Cosme,Gtx Plus Pro,Umbrella Corporation,Won,2017-07-09,2017-07-18,5578.0
OT26ZUZ7,Daniell Hammack,Gtx Pro,Betatech,Engaging,2017-07-09,,
MXVBWIE5,Darcel Schlecht,Gtx Basic,Rundofase,Won,2017-07-09,2017-09-08,460.0
794F5VJB,Donn Cantrell,Gtx Plus Basic,Donware,Won,2017-07-09,2017-08-31,1133.0
TNEB1XNK,Donn Cantrell,Gtx Plus Basic,Gekko & Co,Won,2017-07-09,2017-09-18,1194.0
P60PIE95,Donn Cantrell,Gtx Plus Pro,Yearin,Won,2017-07-09,2017-09-16,5861.0
HI9S2MRZ,Elease Gluck,Gtx Plus Basic,,Engaging,2017-07-09,,
QKOAWRXD,Gladys Colclough,Gtx Basic,Dontechi,Lost,2017-07-09,2017-07-17,0.0
NC7V5K1T,Gladys Colclough,Gtx Plus Basic,Stanredtax,Won,2017-07-09,2017-08-28,1194.0
XTAPYDDI,Gladys Colclough,Gtx Pro,Funholding,Won,2017-07-09,2017-07-11,4440.0
0CTHPQGT,Jonathan Berthelot,Mg Special,Cancity,Won,2017-07-09,2017-07-19,53.0
N9KFOKLS,Kami Bicknell,Gtx Basic,Sonron,Lost,2017-07-09,2017-07-14,0.0
02SSRMSA,Lajuana Vencill,Gtx Plus Basic,Inity,Won,2017-07-09,2017-07-13,1192.0
HBJPBF3P,Marty Freudenburg,Mg Special,Conecom,Won,2017-07-09,2017-09-01,54.0
E6D2DBXF,Moses Frase,Mg Advanced,Ron-Tech,Lost,2017-07-09,2017-07-13,0.0
OUMM04QV,Moses Frase,Gtx Plus Pro,Warephase,Won,2017-07-09,2017-07-18,4651.0
TZQWGMG7,Niesha Huffines,Gtx Plus Pro,Rangreen,Lost,2017-07-09,2017-07-19,0.0
66KFPHBT,Niesha Huffines,Gtx Plus Pro,Betatech,Won,2017-07-09,2017-09-24,5944.0
WL4TLMUC,Reed Clapper,Mg Advanced,Gekko & Co,Lost,2017-07-09,2017-07-17,0.0
6AO6E15O,Rosalina Dieter,Gtx Pro,Statholdings,Engaging,2017-07-09,,
OW9OM3UO,Rosalina Dieter,Mg Advanced,,Engaging,2017-07-09,,
HXMJ5048,Vicki Laflamme,Mg Advanced,Green-Plus,Lost,2017-07-09,2017-07-17,0.0
CQYAMIQ3,Zane Levy,Gtx Pro,,Engaging,2017-07-09,,
6178B4JM,Anna Snelling,Gtx Plus Basic,Domzoom,Won,2017-07-10,2017-07-17,962.0
WC7KCJ2N,Boris Faz,Gtx Plus Basic,Silis,Won,2017-07-10,2017-07-21,1063.0
5GBVA3ZZ,Cassey Cress,Mg Advanced,Zencorporation,Lost,2017-07-10,2017-07-23,0.0
B7WWPCO6,Cecily Lampkin,Gtx Basic,Gogozoom,Lost,2017-07-10,2017-07-23,0.0
152DN1FE,Darcel Schlecht,Gtx Plus Basic,Cancity,Lost,2017-07-10,2017-07-12,0.0
3NJHQZT6,Darcel Schlecht,Mg Special,Streethex,Lost,2017-07-10,2017-07-17,0.0
9GOWJ93R,Darcel Schlecht,Mg Advanced,Domzoom,Won,2017-07-10,2017-09-03,2572.0
QAB3H9H5,Gladys Colclough,Gtx Pro,Globex Corporation,Lost,2017-07-10,2017-07-11,0.0
9B9VDAFU,Gladys Colclough,Gtx Pro,Warephase,Won,2017-07-10,2017-07-18,4631.0
L9F6QP4P,Gladys Colclough,Mg Advanced,Isdom,Won,2017-07-10,2017-07-19,3230.0
1D5AYQO6,Hayden Neloms,Mg Special,Condax,Won,2017-07-10,2017-07-19,59.0
6WR7JQ3C,James Ascencio,Mg Advanced,Labdrill,Won,2017-07-10,2017-11-03,3624.0
Y2XXRYMX,Kami Bicknell,Gtx Plus Basic,Labdrill,Lost,2017-07-10,2017-11-11,0.0
Z9DK5289,Kami Bicknell,Gtx Pro,Golddex,Lost,2017-07-10,2017-07-12,0.0
MN34I4DD,Kami Bicknell,Gtx Plus Pro,Hatfan,Won,2017-07-10,2017-09-22,5848.0
9CQ6TMET,Kami Bicknell,Mg Special,Dalttechnology,Won,2017-07-10,2017-07-11,42.0
N54HHLC4,Kary Hendrixson,Gtx Plus Pro,Sunnamplex,Lost,2017-07-10,2017-07-12,0.0
TPP1IGKV,Kary Hendrixson,Gtx Pro,Nam-Zim,Lost,2017-07-10,2017-07-17,0.0
9USDNUBL,Markita Hansen,Gtx Plus Pro,Hatfan,Lost,2017-07-10,2017-08-29,0.0
Q82O5QTN,Marty Freudenburg,Mg Advanced,Rangreen,Lost,2017-07-10,2017-07-12,0.0
2HVDAY4L,Moses Frase,Mg Special,Cancity,Lost,2017-07-10,2017-07-21,0.0
0FGWN6O0,Moses Frase,Gtx Basic,Isdom,Won,2017-07-10,2017-07-19,588.0
FQXZBTEG,Reed Clapper,Gtx Plus Basic,Zencorporation,Lost,2017-07-10,2017-07-18,0.0
8IGYTN3H,Reed Clapper,Mg Special,Yearin,Won,2017-07-10,2017-07-17,54.0
QV3TAWDT,Rosie Papadopoulos,Gtx Pro,,Engaging,2017-07-10,,
OTNZ5ZCN,Vicki Laflamme,Gtx Pro,Singletechno,Won,2017-07-10,2017-09-06,5099.0
USJWM3F3,Violet Mclelland,Gtx Basic,,Engaging,2017-07-10,,
7O2ISWVB,Zane Levy,Gtx Plus Pro,Plexzap,Lost,2017-07-10,2017-07-15,0.0
QUAD5082,Boris Faz,Mg Advanced,Konex,Lost,2017-07-11,2017-07-21,0.0
0T9KUEQ2,Cassey Cress,Gtx Plus Pro,,Engaging,2017-07-11,,
P6H45Y25,Cecily Lampkin,Gtx Basic,Scottech,Lost,2017-07-11,2017-09-16,0.0
28EVFB8G,Cecily Lampkin,Gtx Plus Basic,Treequote,Lost,2017-07-11,2017-07-13,0.0
VV5LDD24,Corliss Cosme,Mg Advanced,Silis,Lost,2017-07-11,2017-07-13,0.0
SF3KBDJF,Daniell Hammack,Gtx Pro,Silis,Lost,2017-07-11,2017-08-18,0.0
DKUVKTIT,Daniell Hammack,Gtx Plus Pro,Initech,Won,2017-07-11,2017-07-19,4881.0
OYUUU6B9,Darcel Schlecht,Gtx Basic,Bioholding,Lost,2017-07-11,2017-11-09,0.0
IIVNXACR,Darcel Schlecht,Gtx Pro,Codehow,Lost,2017-07-11,2017-07-12,0.0
OWBGBQ4G,Darcel Schlecht,Gtx Pro,Stanredtax,Lost,2017-07-11,2017-07-18,0.0
X2EH33CU,Gladys Colclough,Mg Advanced,Genco Pura Olive Oil Company,Won,2017-07-11,2017-07-12,2878.0
GNT6EM5M,Hayden Neloms,Mg Special,Xx-Holding,Lost,2017-07-11,2017-07-12,0.0
U3ZMURXR,Hayden Neloms,Mg Advanced,Finjob,Won,2017-07-11,2017-09-08,3121.0
4UTOXXV4,James Ascencio,Gtx Plus Pro,Golddex,Lost,2017-07-11,2017-07-12,0.0
KHWG1W75,James Ascencio,Mg Special,Goodsilron,Won,2017-07-11,2017-07-18,57.0
MWAW08I7,Jonathan Berthelot,Gtx Basic,Treequote,Won,2017-07-11,2017-07-12,576.0
0QV1LRME,Jonathan Berthelot,Gtx Plus Basic,Konmatfix,Won,2017-07-11,2017-07-18,1258.0
63GAY8GB,Kami Bicknell,Gtx Plus Basic,Singletechno,Lost,2017-07-11,2017-08-22,0.0
JB3J080M,Kary Hendrixson,Gtx Plus Pro,,Engaging,2017-07-11,,
GXHAIS33,Kary Hendrixson,Gtx Basic,Doncon,Lost,2017-07-11,2017-09-29,0.0
VBRZZAP8,Kary Hendrixson,Gtx Basic,Hottechi,Won,2017-07-11,2017-07-20,491.0
JR76K5YA,Markita Hansen,Gtx Basic,Sunnamplex,Won,2017-07-11,2017-08-23,494.0
Z3TX2K6F,Maureen Marcano,Gtx Pro,Dalttechnology,Lost,2017-07-11,2017-07-20,0.0
RGUC0V54,Maureen Marcano,Gtx Plus Basic,Zoomit,Won,2017-07-11,2017-09-19,882.0
M93A8LTF,Reed Clapper,Gtx Plus Basic,Konex,Won,2017-07-11,2017-07-20,1076.0
CQW6TYOX,Rosalina Dieter,Gtk 500,Cheers,Lost,2017-07-11,2017-07-18,0.0
P7H8UY1P,Rosalina Dieter,Mg Special,Dalttechnology,Lost,2017-07-11,2017-09-21,0.0
6XLFG3VK,Rosalina Dieter,Mg Special,Zoomit,Won,2017-07-11,2017-07-19,57.0
9ZPY98PB,Vicki Laflamme,Gtx Basic,Nam-Zim,Lost,2017-07-11,2017-07-13,0.0
YRXDI9E8,Vicki Laflamme,Mg Advanced,Cheers,Lost,2017-07-11,2017-11-05,0.0
1JB82QZ0,Vicki Laflamme,Mg Advanced,Sonron,Lost,2017-07-11,2017-07-12,0.0
G5GPTVMU,Anna Snelling,Gtx Plus Basic,Bioholding,Lost,2017-07-12,2017-08-31,0.0
856VG3CS,Boris Faz,Gtx Plus Basic,Plussunin,Won,2017-07-12,2017-09-28,1100.0
J80ZEYYM,Cassey Cress,Mg Advanced,Donquadtech,Won,2017-07-12,2017-09-18,3630.0
21OMR381,Corliss Cosme,Mg Special,,Engaging,2017-07-12,,
X9HFP474,Daniell Hammack,Gtx Basic,Dontechi,Engaging,2017-07-12,,
T51ULXCZ,Darcel Schlecht,Gtx Pro,Bioholding,Lost,2017-07-12,2017-07-23,0.0
3S73ZUQH,Darcel Schlecht,Mg Advanced,Betatech,Lost,2017-07-12,2017-07-21,0.0
JUU6C7NO,Donn Cantrell,Gtx Plus Basic,Ontomedia,Lost,2017-07-12,2017-09-27,0.0
8SNDBWPP,Donn Cantrell,Gtx Plus Pro,Massive Dynamic,Lost,2017-07-12,2017-09-28,0.0
0PH153YF,Gladys Colclough,Gtx Pro,Condax,Lost,2017-07-12,2017-07-13,0.0
YNYZNOWR,Hayden Neloms,Mg Advanced,Cheers,Lost,2017-07-12,2017-07-25,0.0
HUNM56HY,Hayden Neloms,Mg Advanced,Sunnamplex,Won,2017-07-12,2017-07-23,3741.0
SIONXEMH,Hayden Neloms,Mg Advanced,Y-Corporation,Won,2017-07-12,2017-07-14,2905.0
JX08Z5L5,James Ascencio,Gtx Plus Basic,Singletechno,Lost,2017-07-12,2017-07-25,0.0
BUJ1TX7Y,Maureen Marcano,Gtx Plus Basic,Finjob,Won,2017-07-12,2017-09-14,1023.0
6C70OX62,Maureen Marcano,Mg Advanced,Y-Corporation,Won,2017-07-12,2017-09-24,3257.0
V9WVYEE9,Moses Frase,Gtx Plus Pro,Codehow,Lost,2017-07-12,2017-07-20,0.0
3N6BHLN6,Niesha Huffines,Gtx Plus Basic,Streethex,Won,2017-07-12,2017-08-20,960.0
SQWCQRGY,Reed Clapper,Gtx Pro,Silis,Lost,2017-07-12,2017-07-14,0.0
32K5LEDV,Reed Clapper,Gtx Plus Pro,Silis,Won,2017-07-12,2017-07-18,5538.0
R0XNAFUB,Zane Levy,Gtx Basic,,Engaging,2017-07-12,,
XW1ONOVO,Boris Faz,Mg Advanced,Kan-Code,Won,2017-07-13,2017-07-23,3420.0
100W6J9A,Darcel Schlecht,Gtx Pro,Treequote,Lost,2017-07-13,2017-07-19,0.0
YYRYSVOO,Darcel Schlecht,Gtx Pro,Bioholding,Won,2017-07-13,2017-07-16,5382.0
P7AX4B3N,Elease Gluck,Mg Special,Sonron,Lost,2017-07-13,2017-07-24,0.0
GC1TSADL,Elease Gluck,Gtx Pro,Faxquote,Won,2017-07-13,2017-07-18,5703.0
QF1I965E,Garret Kinder,Mg Advanced,Mathtouch,Won,2017-07-13,2017-09-30,3340.0
P93UCMW8,Hayden Neloms,Mg Advanced,Hottechi,Lost,2017-07-13,2017-07-15,0.0
YKBRF0NG,Kary Hendrixson,Gtx Plus Basic,Nam-Zim,Won,2017-07-13,2017-08-09,1014.0
OP2DIRC2,Lajuana Vencill,Gtx Basic,Inity,Won,2017-07-13,2017-07-19,536.0
VIHXI2JA,Markita Hansen,Gtx Plus Basic,Konex,Lost,2017-07-13,2017-07-14,0.0
IC4J0BIZ,Niesha Huffines,Gtx Basic,Codehow,Won,2017-07-13,2017-07-24,550.0
BNMJAOF4,Niesha Huffines,Gtx Basic,Gogozoom,Won,2017-07-13,2017-09-28,469.0
VSWHUBD0,Niesha Huffines,Gtx Basic,Ron-Tech,Won,2017-07-13,2017-07-14,585.0
7ZWN0JO9,Niesha Huffines,Gtx Plus Basic,Scottech,Won,2017-07-13,2017-08-29,943.0
KLPVD6LR,Reed Clapper,Gtx Basic,Bioplex,Lost,2017-07-13,2017-07-21,0.0
U3M8XTMY,Reed Clapper,Gtx Plus Basic,Plussunin,Won,2017-07-13,2017-08-01,1319.0
P89VI9EN,Reed Clapper,Gtx Pro,Bubba Gump,Won,2017-07-13,2017-07-22,5873.0
4LOHS2AJ,Rosie Papadopoulos,Mg Special,,Engaging,2017-07-13,,
SPUXDRGN,Vicki Laflamme,Mg Advanced,Kan-Code,Lost,2017-07-13,2017-08-28,0.0
PDIYRBQJ,Zane Levy,Gtx Plus Basic,Lexiqvolax,Lost,2017-07-13,2017-07-15,0.0
185PGG0J,Anna Snelling,Mg Special,Treequote,Won,2017-07-14,2017-07-17,44.0
QQ5LW9HV,Boris Faz,Mg Advanced,Plussunin,Lost,2017-07-14,2017-07-26,0.0
8EF4D82U,Boris Faz,Gtx Pro,Mathtouch,Won,2017-07-14,2017-09-14,3834.0
GFMLCHB0,Cassey Cress,Gtx Plus Basic,Zathunicon,Lost,2017-07-14,2017-07-21,0.0
TFS537LA,Cassey Cress,Gtx Plus Pro,Iselectrics,Lost,2017-07-14,2017-07-15,0.0
2X86737Q,Cecily Lampkin,Gtx Plus Pro,Inity,Won,2017-07-14,2017-07-16,5537.0
HSZOPWWT,Corliss Cosme,Gtx Basic,Donware,Won,2017-07-14,2017-09-15,530.0
1KVGSF08,Corliss Cosme,Gtx Plus Pro,Konex,Won,2017-07-14,2017-09-23,4989.0
UDFMSH1S,Darcel Schlecht,Gtx Plus Pro,Streethex,Lost,2017-07-14,2017-07-25,0.0
516C0X9F,Darcel Schlecht,Gtx Plus Basic,Statholdings,Won,2017-07-14,2017-07-26,1144.0
DPAEMTHC,Donn Cantrell,Gtx Basic,Konex,Lost,2017-07-14,2017-07-15,0.0
A6T69X6T,Elease Gluck,Mg Advanced,Xx-Holding,Lost,2017-07-14,2017-09-08,0.0
DDD515FB,Hayden Neloms,Mg Advanced,Xx-Holding,Won,2017-07-14,2017-07-15,3362.0
6GKGGY0U,James Ascencio,Gtx Pro,Green-Plus,Lost,2017-07-14,2017-07-25,0.0
8M6TB2ZX,James Ascencio,Gtx Plus Pro,Goodsilron,Won,2017-07-14,2017-07-21,5013.0
8JH8YA79,Kami Bicknell,Gtx Basic,,Engaging,2017-07-14,,
BABQISCH,Kami Bicknell,Gtx Basic,Hatfan,Lost,2017-07-14,2017-07-15,0.0
T46KPPNB,Kary Hendrixson,Gtx Plus Basic,Blackzim,Lost,2017-07-14,2017-07-16,0.0
9CE6F4NZ,Kary Hendrixson,Gtx Basic,Plusstrip,Won,2017-07-14,2017-08-27,431.0
Z9KNL9A1,Kary Hendrixson,Gtx Pro,Groovestreet,Won,2017-07-14,2017-07-24,5161.0
7JBR36G8,Lajuana Vencill,Gtx Basic,Genco Pura Olive Oil Company,Won,2017-07-14,2017-07-16,579.0
EYTBRK2B,Lajuana Vencill,Mg Advanced,Warephase,Won,2017-07-14,2017-07-24,3411.0
KFXZNC4N,Markita Hansen,Mg Special,Xx-Holding,Lost,2017-07-14,2017-09-11,0.0
SJ62BMK5,Markita Hansen,Mg Advanced,Plusstrip,Won,2017-07-14,2017-07-15,3973.0
YDJV1DFE,Niesha Huffines,Mg Advanced,Ron-Tech,Lost,2017-07-14,2017-11-09,0.0
GHDAXC7T,Reed Clapper,Gtx Plus Basic,Zathunicon,Won,2017-07-14,2017-07-15,1029.0
FQQ2JJZ1,Rosie Papadopoulos,Mg Special,Gekko & Co,Won,2017-07-14,2017-07-23,59.0
NCJJBWU3,Versie Hillebrand,Mg Special,Globex Corporation,Lost,2017-07-14,2017-07-22,0.0
8BYEALF9,Vicki Laflamme,Mg Special,,Engaging,2017-07-14,,
8SGMUWET,Vicki Laflamme,Gtx Basic,Goodsilron,Won,2017-07-14,2017-09-29,534.0
3KVS08NL,Violet Mclelland,Mg Special,Iselectrics,Won,2017-07-14,2017-07-15,48.0
CLIIR1T0,Zane Levy,Mg Special,Finjob,Won,2017-07-14,2017-07-25,57.0
PHXX81YF,Daniell Hammack,Gtx Plus Pro,Donware,Lost,2017-07-15,2017-07-17,0.0
6K7LDRKR,Darcel Schlecht,Gtx Plus Pro,Stanredtax,Won,2017-07-15,2017-11-11,4009.0
J6UOUH6Y,Darcel Schlecht,Mg Advanced,Dambase,Won,2017-07-15,2017-09-03,3255.0
2EYTB3PX,Donn Cantrell,Mg Advanced,Condax,Won,2017-07-15,2017-07-25,3724.0
1U945R0D,Elease Gluck,Mg Advanced,Dalttechnology,Lost,2017-07-15,2017-07-16,0.0
FX4D649Y,Hayden Neloms,Gtx Plus Basic,Fasehatice,Lost,2017-07-15,2017-07-24,0.0
4QBSY3CB,James Ascencio,Gtx Plus Basic,Golddex,Lost,2017-07-15,2017-08-26,0.0
ZWVRS27V,Jonathan Berthelot,Mg Special,Rundofase,Lost,2017-07-15,2017-11-04,0.0
8BBXNESQ,Kary Hendrixson,Gtx Plus Pro,Labdrill,Lost,2017-07-15,2017-07-22,0.0
3JJ7YI88,Lajuana Vencill,Mg Special,Gogozoom,Lost,2017-07-15,2017-07-16,0.0
AKMDEG3I,Markita Hansen,Mg Advanced,Faxquote,Lost,2017-07-15,2017-07-17,0.0
568NS3GO,Markita Hansen,Mg Advanced,Cheers,Won,2017-07-15,2017-08-27,2791.0
YVDQ80A0,Maureen Marcano,Gtx Plus Basic,,Engaging,2017-07-15,,
TQLO6QP6,Niesha Huffines,Mg Advanced,Cancity,Won,2017-07-15,2017-09-02,3501.0
DLVEVD9O,Reed Clapper,Gtx Plus Pro,Yearin,Lost,2017-07-15,2017-07-27,0.0
C75RV9DY,Reed Clapper,Gtx Basic,Ganjaflex,Won,2017-07-15,2017-07-16,555.0
CI9S6CST,Rosalina Dieter,Mg Special,,Engaging,2017-07-15,,
EUQCW0ZA,Rosalina Dieter,Gtx Basic,Lexiqvolax,Won,2017-07-15,2017-07-23,650.0
CEOMZE9H,Vicki Laflamme,Gtx Basic,Nam-Zim,Lost,2017-07-15,2017-07-26,0.0
TT5QRQTF,Vicki Laflamme,Mg Special,Konex,Won,2017-07-15,2017-07-21,61.0
5NXD4U83,Vicki Laflamme,Mg Special,Newex,Won,2017-07-15,2017-07-17,54.0
1IL51ZIW,Violet Mclelland,Mg Special,Condax,Lost,2017-07-15,2017-07-22,0.0
CM33NN0P,Wilburn Farren,Mg Advanced,Silis,Lost,2017-07-15,2017-07-23,0.0
P3QQIMTA,Anna Snelling,Gtx Basic,Rundofase,Lost,2017-07-16,2017-07-24,0.0
WB1CQNJU,Anna Snelling,Mg Advanced,Funholding,Lost,2017-07-16,2017-07-17,0.0
OQYDQCTM,Anna Snelling,Mg Special,Rangreen,Won,2017-07-16,2017-07-25,59.0
ISQJD695,Boris Faz,Gtx Basic,Sunnamplex,Engaging,2017-07-16,,
M1VNX1D7,Cassey Cress,Gtx Pro,Acme Corporation,Won,2017-07-16,2017-07-28,5318.0
TWO2Q99P,Cecily Lampkin,Gtx Plus Pro,Conecom,Won,2017-07-16,2017-09-30,5753.0
72UVDOKU,Cecily Lampkin,Mg Special,Konmatfix,Won,2017-07-16,2017-07-24,62.0
DMSQ0TSG,Cecily Lampkin,Mg Advanced,Isdom,Won,2017-07-16,2017-08-12,3146.0
FEWIDJGH,Darcel Schlecht,Gtx Basic,Rundofase,Won,2017-07-16,2017-07-18,538.0
AUZM3MLU,Darcel Schlecht,Gtx Plus Basic,Betatech,Won,2017-07-16,2017-09-18,1071.0
GS2CLR52,Darcel Schlecht,Gtx Pro,Betatech,Won,2017-07-16,2017-07-17,4488.0
HYP3SXPV,Darcel Schlecht,Mg Advanced,Isdom,Won,2017-07-16,2017-08-02,2837.0
9G93P7SV,Donn Cantrell,Mg Advanced,Kan-Code,Won,2017-07-16,2017-09-30,3593.0
7XSAHM67,Elease Gluck,Gtx Basic,Hottechi,Won,2017-07-16,2017-09-28,583.0
M2A8EY5Q,Hayden Neloms,Gtx Plus Pro,,Engaging,2017-07-16,,
N7MDRJ01,Jonathan Berthelot,Gtx Basic,Isdom,Lost,2017-07-16,2017-07-25,0.0
4ID56TXX,Jonathan Berthelot,Mg Advanced,Genco Pura Olive Oil Company,Lost,2017-07-16,2017-07-28,0.0
ZOX0FW5W,Kami Bicknell,Gtx Pro,Scotfind,Lost,2017-07-16,2017-07-23,0.0
4SFRUL8J,Kami Bicknell,Mg Advanced,Labdrill,Lost,2017-07-16,2017-07-22,0.0
UB2UAI38,Kami Bicknell,Gtx Plus Basic,Singletechno,Won,2017-07-16,2017-07-21,1109.0
B00OD1IF,Kami Bicknell,Gtx Plus Basic,Zoomit,Won,2017-07-16,2017-07-23,1106.0
OGO6SNTQ,Kary Hendrixson,Gtx Plus Pro,Plusstrip,Lost,2017-07-16,2017-07-24,0.0
